Protein1,Protein2
5499,60
6047,6047
997,4223
158521,10528
79084,4824
6625,9984
79913,9804
5987,56006
4188,60370
3191,81887
9975,2959
1635,25828
79058,178
26088,26088
2181,2194
388698,9045
2971,9329
23421,65109
10865,23522
7741,192111
6310,4684
55968,3991
25885,5042
210,8473
23291,283349
8451,11091
79744,375791
10450,56259
910,567
23512,31
3396,7419
3993,55364
6045,51337
170506,8407
4299,5430
7415,51035
51021,51253
4869,3009
6647,475
1915,3192
5976,9513
7874,11060
10075,1936
6601,9412
4343,5440
7014,23193
10228,9342
92106,63826
3065,8189
55223,170954
546,7486
9158,9847
5360,1047
11133,56776
1616,7874
2893,5567
9439,57592
6117,55339
55644,2908
23162,25830
5430,1017
10992,5496
1058,6117
3550,6829
22953,22953
55588,5432
8451,54165
8330,9252
4223,10554
9817,5198
29896,51593
1314,5250
11103,509
5430,2959
116113,4830
9972,8086
23035,91833
1915,51366
23557,10524
54165,5595
23020,9129
29911,27072
1994,3840
9325,400569
4223,90874
84844,10992
7013,57680
4343,54509
8850,3192
10426,58496
3065,10575
79444,840
7251,55823
286826,7027
57473,23774
2879,10105
27076,30000
3434,3183
5203,10471
2803,400
4223,5977
5276,7917
10450,10946
116840,85379
23512,8467
4833,6399
10421,6628
6045,79172
3007,3178
5903,9924
55658,49856
8313,5347
9670,1964
83987,396
2664,80204
3184,8662
1152,3725
5704,8500
7965,3791
65110,23404
7257,8559
1147,1917
5597,7203
6134,9221
4830,4830
26578,6714
10075,5931
25898,51522
23385,10557
4048,23411
9554,6949
27292,9513
4343,90864
3192,64969
1655,22826
51069,64965
23450,9343
6778,7264
23136,80232
10594,3185
1080,162
10286,9128
50628,51639
3690,8650
54556,10856
6794,2011
5682,81628
4809,6228
1655,7150
4292,51195
10989,170506
51348,7905
8896,9984
7531,9402
5530,5728
10944,8942
9182,5501
440738,64422
4793,4791
5718,3069
6122,6156
54512,3980
525,9962
4713,4716
25980,11319
84062,55763
23197,506
7529,22994
3267,23640
117246,5701
2908,3320
23560,25885
204,9894
11228,10513
23450,9092
6477,130951
10482,10322
4223,10998
8266,58
51603,5303
5597,54946
6748,7133
5597,396
23450,10576
4869,57602
10482,55341
9924,9209
8349,9349
51430,5717
3184,54512
2099,4089
213,3075
84062,10787
23468,10794
6601,86
5469,7068
58500,284306
3927,27237
58508,11091
10419,51116
4350,8570
22948,8195
4116,3861
2100,9611
90441,90441
9212,26057
388552,388552
54507,60493
23199,114823
6733,27115
10297,22919
55290,9688
22919,81
140809,1072
9557,6117
1736,23560
4157,5599
2051,5626
1452,2107
994,7534
3661,10522
201299,284001
10464,22841
10451,2099
134285,10564
6045,5034
3320,1021
23512,4026
3964,196527
3178,3849
2898,6386
55661,23029
10992,998
114609,28989
1314,3183
5504,90441
2801,11033
7531,84148
1003,1499
7150,3181
85403,51631
10482,1659
6919,90933
5478,8569
7251,25818
2130,51018
79159,55651
1912,6667
2110,57644
79784,25978
1459,2099
2806,8659
6632,9092
22827,4343
1017,23152
9049,27068
54882,114823
22933,6845
197257,6923
3225,23382
1108,86
9693,3799
2974,5152
129804,3309
4843,10551
23294,153090
8649,27089
133686,51726
4842,859
6570,222
57787,9181
10197,54620
3396,80324
10253,80270
637,6117
5075,4223
5987,7704
9924,2010
30011,3183
476,5245
29105,9343
90957,343637
84464,91614
5584,688
3280,142
51377,8360
207,367
51021,84464
10285,23450
5523,5524
55061,23530
473,9139
79159,55299
207,4194
28977,9801
128866,148423
10228,63908
4089,5268
1762,11140
11222,64979
2982,5145
8350,7290
1994,118460
10989,23107
2908,7337
4869,643836
58509,6636
51295,4720
3069,51028
10642,9782
22803,1659
7534,9693
6158,6727
10419,3192
6390,2821
5531,8985
84676,8314
23512,79784
6311,88
29982,7068
11103,7132
7334,331
10075,8178
10668,5192
9261,995
2130,79165
153129,55004
5883,2956
56897,57804
25942,51132
134147,56950
2821,51181
5728,10963
2309,5933
5522,23235
11331,50628
30011,8976
1460,255758
747,4118
5704,5717
5300,1017
4833,51727
64976,7818
11283,7367
3761,1756
23291,3054
1017,162
54820,7534
51350,149371
25994,837
3842,7296
3840,9373
2965,54760
712,6449
335,9971
5496,79002
6045,11198
2521,3191
4089,1482
26043,10210
1917,5042
8522,54518
483,9777
64979,92259
80011,79869
9119,84260
3326,54881
3608,23378
3320,57172
9775,5052
54820,983
9140,23192
57122,29107
6223,6157
1212,4646
9815,56904
6122,7532
29123,9759
7025,23468
400,60592
3320,4926
11171,3364
3187,9343
25989,11140
23704,7257
29088,51264
4627,10627
55588,7311
55715,5257
9695,8878
11043,54507
83719,124790
642273,5524
5300,10146
6045,2130
4869,23411
57096,79848
55832,6158
22832,585
8239,10575
5481,3608
57187,6809
5071,8900
92002,79784
3184,84033
3219,9240
3308,79577
23020,55660
10494,51719
57159,64170
23038,9439
23450,8559
4938,55170
5524,202243
1759,23048
10200,7064
57822,79977
23464,8802
84445,169166
1488,56474
28998,64981
10055,7189
7584,56850
1499,3551
7341,5905
29956,10560
55832,142940
26156,6146
10269,79188
3396,23597
56302,129401
7994,9678
4544,5297
6045,9513
3909,4356
9802,112942
339229,57505
9463,57621
57159,8078
4343,11004
10482,26031
23476,23210
10661,7311
5062,5617
1994,10252
5682,5698
84263,8407
4869,64794
331,3183
444,54760
1408,8237
132320,5203
51160,7314
9873,10576
2521,7203
26229,54919
8089,9025
6119,11083
23392,152185
6310,116071
6272,1967
5515,8862
7311,6124
10606,7265
3927,4188
26147,5931
2100,10957
6199,1072
10285,57187
57591,11198
22909,3073
4802,205717
54828,80262
55759,117246
3187,60592
10992,7737
116285,80724
91647,375791
283899,79913
6733,7163
2961,3178
57532,81850
5599,54540
125061,5092
7014,10498
7529,9343
9530,9666
132660,1874
3846,57532
25988,57409
23291,3192
84620,84620
29896,4343
10025,6257
2597,3932
8237,6045
57332,8531
23291,57680
23002,998
10788,3551
2130,10262
3692,7284
83987,5250
10921,65109
125115,147687
9296,8882
83987,1525
4738,8330
1196,51213
133686,387521
3061,409
23107,23450
8350,8815
2590,4582
29105,51755
55832,1736
4316,8600
9577,1116
6612,10054
7314,7874
5261,23332
5688,7415
26354,6138
83987,4436
10228,662
56259,3308
23144,55003
1915,6158
3849,5644
1051,7130
57159,64927
65992,55005
2207,170482
3184,3073
9793,331
1654,6156
6794,1917
93100,60491
10131,25824
914,3702
55771,7270
7321,5987
354,5265
3320,8079
51550,93426
6146,6228
92140,10210
10262,4236
10594,3181
1616,10464
1654,11338
3181,6632
9439,5245
4869,5834
192670,3301
5911,5911
9521,6137
5354,79022
51371,8624
10007,3101
84616,375791
1051,9439
10946,27258
27292,6194
51426,10421
6663,7329
51642,128308
9092,23020
1655,1387
28976,3032
1616,2622
396,3182
9924,908
2597,2033
1994,26136
2913,6386
1600,6714
94234,5905
1994,144233
1856,9129
10436,6132
1314,6138
1432,8850
9662,157922
7879,5878
2033,5071
5955,7189
55660,9716
79797,90933
409,55233
9218,4704
7486,7486
7133,7278
10450,27339
22832,9093
10818,10253
53615,1655
218,3029
10482,4649
10487,10487
5501,317762
6714,7430
7531,9181
6477,51428
8445,25788
5506,5567
10567,84708
4041,7471
2033,11171
51377,283899
56259,6733
1660,9416
1213,4704
9646,22936
975,1396
11335,8355
2560,5568
6134,689
3716,8290
1654,94104
10573,51264
8697,6874
5152,55503
10482,3309
23512,7167
10482,7251
7337,5597
1058,3006
1660,8335
57602,9778
7157,51230
1050,8554
9802,284365
55466,3309
3308,3312
114609,3716
4137,805
6897,79020
509,523
7531,80217
3326,4691
84464,64858
5987,51350
8220,65268
467,7157
10987,10399
3692,55920
5682,55719
9972,6601
5868,5868
217,2244
7014,27232
650,4256
4084,914
9248,9248
51755,6625
23382,7189
64432,64975
55832,3178
10623,80254
7157,163590
10521,8449
3985,79751
7531,8239
55324,10061
2622,3927
81,1499
81631,29110
3301,10576
3232,6602
1499,8851
4087,3665
1050,1401
10956,23421
78990,84445
1994,51094
3191,4358
83855,25942
90933,126375
3183,8932
23291,997
22826,23759
3312,5356
713,23127
2207,9217
51259,7110
55173,65080
150684,57020
8290,25842
51015,7531
8237,9533
25929,5201
1452,6622
1654,8662
23113,9978
8350,54815
30844,7385
64377,64222
79833,50628
1072,4507
51585,11016
111,27115
23204,79038
1459,808
6134,51202
5597,55011
54165,2130
8687,23028
10623,5437
10263,29896
11338,2688
708,9349
54939,5970
51100,139341
6310,2101
6625,9589
1017,85440
58509,7307
59349,163183
7323,11074
5987,9775
10987,80028
8569,3326
116540,10469
160851,84812
23405,3192
6647,5239
11338,27339
64147,339834
1537,1537
84616,85294
696,4223
3032,440738
55588,55684
79050,100128927
79447,84332
5595,2286
7531,708
5987,114971
167838,342574
335,345
841,835
7004,10413
2873,123228
3183,6160
9419,1742
27068,847
142,6714
26122,86
8880,93487
7415,64745
5626,8419
5626,6418
6045,58525
11103,5245
84708,219899
7329,7014
1459,5303
8115,115265
6146,6205
1602,1602
7879,27072
3308,54541
1387,4762
10513,10607
55697,124411
3566,3597
25885,8725
1583,1585
2110,4715
6657,708
5516,5515
3608,400506
9240,11170
7277,9861
1827,5534
138046,8220
22919,5243
27243,1874
54700,25885
55168,64969
84152,983
3181,7175
378708,6117
30968,8900
8892,23644
581,26098
51324,116173
10419,7529
23091,112950
5686,5707
64601,114904
3998,10959
29760,7409
7307,54819
56259,54819
30850,137209
27095,79090
5090,54765
1892,35
10014,5499
64225,27347
94234,23279
183,23549
2521,6510
11346,4646
5887,10427
79159,64949
4000,8021
1017,1211
6146,3192
29074,9801
1660,10813
1892,5910
8148,950
10055,10713
9648,998
79664,1511
5719,79751
3725,6605
405,6901
10987,3608
55832,5162
132141,817
10921,51631
6045,54606
1021,25793
57159,154313
1387,4841
51013,84656
115704,338785
284001,5987
11346,1456
2801,9759
1017,5595
64718,23028
910,9427
80312,1642
4092,10413
1488,23013
5350,23786
3306,5707
23193,5034
55660,57018
5154,53615
10956,8836
10963,283871
3396,25973
11338,5936
6733,57606
92305,5710
5028,9368
1007,1007
4223,25885
10336,1460
2305,23481
2033,121441
2130,3192
4343,29888
27229,10642
10992,9128
4799,4691
8498,8548
6199,5496
998,51552
64324,2101
5062,23219
4928,79577
22832,79649
84675,9101
79169,84530
9218,4731
1915,509
2064,55609
7189,998
4000,9040
56886,153090
57332,9001
9970,51586
3646,4926
11043,58526
55644,8882
3551,92609
2597,8662
3184,10347
4738,51133
137868,6670
1600,337879
10482,23481
202051,23028
56257,79577
79016,1892
64837,64837
1994,5573
1314,9533
4188,55272
284427,4236
25855,10049
26156,9329
55758,125115
6453,30011
643,7852
1453,1499
5094,9733
410,5449
54507,152815
5932,5933
7593,7593
57606,23530
5686,7277
8631,26985
55771,400506
1181,55702
3594,3592
5617,3120
84197,9950
192670,3320
1147,6156
26354,79084
79813,93166
23512,11103
5962,10449
790,1213
2597,816
1994,6342
9841,125115
11338,55299
84245,55256
4087,658
10294,55161
1024,2965
5506,10471
5868,9777
1655,23013
1387,8092
7013,1428
26354,27043
7545,130074
3635,10656
10426,6208
219541,26156
282809,53918
4358,29093
8022,154865
3115,54994
11193,27336
1994,668
5594,5597
54544,55791
8350,3619
998,54471
6790,1917
3434,3326
60,6223
23512,5245
1024,86
50801,50801
1994,51726
79159,10240
10320,10014
64223,9817
79728,10635
10297,996
11060,7321
4110,5933
51593,57332
57473,23243
5976,23644
3192,23524
55832,90957
10437,9414
1994,1456
6192,6223
2130,6181
166,5563
2806,2821
51548,5591
11016,51347
54148,51642
9798,27183
55743,25942
1024,6837
54165,4738
4702,4705
5499,5524
1660,9716
83746,168544
10075,6634
10482,10682
4485,5626
54532,3054
55681,6134
84365,64949
5781,2690
3032,35
4085,388698
3646,5245
2877,847
140456,6520
3667,5170
55299,6158
57187,9775
9045,6217
8891,3192
51259,6533
7257,23392
25804,6628
4000,23607
3184,10989
9227,9227
115416,7336
5597,29968
7158,53918
285489,4593
6657,151246
1022,7157
10284,2935
1759,51429
4713,4720
9960,23038
1408,23405
79803,84062
5720,9861
6208,7133
5878,2108
6045,1104
4702,7384
3320,1750
283489,11335
11284,3192
5499,26092
27252,58
5987,54620
3309,9589
10514,6137
4087,51386
9092,9343
5604,5604
151246,5515
286075,79943
3398,4618
2130,51759
202243,254187
93185,8890
1024,6603
80227,5702
7157,55900
25953,4928
10036,1058
23759,51755
84978,27101
10422,124220
55227,1739
2099,51602
1432,8350
9221,51602
1080,9320
1915,26523
51690,79002
23386,84908
5522,22948
10482,9646
29117,8350
3801,9119
29896,9967
5296,3312
7157,1211
998,64857
171023,367
29119,30012
51213,6431
57826,908
9782,389677
708,9801
2260,1499
7965,55157
8451,150684
5250,55161
1499,84162
6132,23481
335,7415
1994,6124
26354,6949
51619,23295
3861,3887
10600,10600
430,808
10933,54799
23291,3838
8451,91687
5915,6095
2746,7189
51690,6632
8539,3692
117246,28987
4713,4705
10285,3550
2735,7157
10014,9775
197257,10285
10284,6749
8717,30011
5435,145781
3293,54576
29115,55145
26505,29944
51366,708
10952,3308
79091,7536
8419,80254
6134,8467
2913,9463
11331,1717
2060,64087
2193,25839
83987,3654
26007,9368
57587,4751
22827,84844
55223,7322
521,6257
4591,27301
23517,29105
3608,65993
5621,81628
3191,57418
55131,6160
4350,1041
11137,6146
80324,5204
51082,5432
9978,894
1160,1160
1602,8841
1822,23132
2801,81628
11180,84656
23524,51755
5371,23512
25788,84080
26058,24148
3312,7415
1994,23172
30011,79801
1051,6690
5245,22794
2099,3667
3184,23405
1051,688
51202,6124
94234,8467
2695,6449
2033,7158
7347,5320
79913,51377
5094,54881
9282,9439
51426,26015
10436,6137
25885,6138
4644,5873
4702,51142
5770,7297
1936,27336
2130,5685
10989,1915
3654,5584
1387,1602
1642,4738
6667,10627
1104,4928
28964,6714
9133,57466
30011,6233
10179,118460
29844,143241
5621,138428
7818,7818
23405,9045
55743,114088
1406,2997
2302,29105
7415,55766
3846,54778
10643,4691
55061,89891
80817,317762
4867,2288
26354,6156
4724,9804
50628,83858
120892,5717
6045,9276
55048,222546
6015,7157
23609,51619
5195,84809
1915,6134
1659,7536
409,7852
84260,202243
23392,51377
207,208
356,23048
396,1660
5737,80331
11060,6340
55599,85437
3661,7871
11326,4763
11198,1642
9666,80254
23214,58
1994,131076
55274,83746
1994,55184
148581,51255
56891,333926
3178,5356
5371,4869
23291,64848
6132,6233
1493,5525
11338,8896
55432,267
7529,23136
1994,149076
5290,10049
1374,3992
6310,7329
3115,51646
11346,6596
7415,23534
8570,8189
64760,55181
79159,84365
23398,24144
2267,51174
2801,4209
6134,79009
9924,4644
1786,10714
55929,71
6157,6727
116985,30011
3737,3737
6134,51602
22890,2872
3184,51596
9463,23204
60,8089
10527,84464
6303,8022
478,708
2580,1213
1059,6749
3799,3799
4548,91039
4926,124245
6453,9950
9587,10524
118471,2118
5108,121441
9113,5501
6602,605
326,3309
23405,55003
5695,25793
56886,5977
335,5110
1021,10891
4589,4589
2801,79165
1017,57122
26354,81887
10514,3550
51010,513
5710,2673
4804,65078
269,658
7419,5245
96764,989
5524,154796
9025,84283
1938,55681
55324,9519
4839,9933
11133,144577
10693,3301
9530,3308
1406,55048
9139,3929
197257,8659
6138,6208
6132,117246
8668,9320
51726,27131
9802,7088
79101,4869
149461,51208
9318,23309
2130,51586
5601,5601
23197,84896
4708,4718
2099,1655
11047,26517
64978,78988
6045,9343
92483,10419
24144,8220
1616,91404
3181,3932
5164,5296
5594,5970
207,6453
55090,7203
3964,1182
2705,5568
4869,8545
10856,5437
1994,23369
10856,5970
56302,80324
54974,54974
10528,51018
135,89
5631,27339
56949,9129
23020,9045
4701,136647
79621,3337
1869,6667
6132,6217
1017,375
4356,55709
10285,80145
1780,55626
10482,51669
27005,123228
9439,1267
4591,199221
10014,9861
4110,6919
6663,6667
8314,3306
10606,8882
1616,124590
1080,1072
151987,51596
26015,9343
26156,9533
51741,7053
9516,55040
79921,6596
5685,5693
841,57018
1153,58509
327,55832
51422,2288
51069,84545
6632,10946
8045,9463
1024,55031
4799,5042
151121,157556
3945,25824
1822,58524
84365,51642
5702,5707
60561,153643
1994,9775
10946,56949
6181,9221
5626,284904
7328,6047
4661,5347
7347,8239
4706,9054
6240,7532
80306,9969
5962,6793
1017,6406
10643,10989
7874,6596
3396,1468
3065,23394
22803,54512
1915,51602
8379,79165
10190,55275
23517,6625
24139,2553
4437,220064
7013,54974
358,1039
9802,26574
80230,9894
10987,7297
23291,8664
28512,658
473,1822
4869,55003
55729,9849
5626,6198
55791,55791
1503,23517
10524,202243
3032,7385
5702,116461
5688,5695
284086,9049
5987,84294
3608,81027
57159,51377
3054,3725
4738,3178
27343,6233
405,56616
26046,4863
8355,8359
7385,6748
5787,81
51133,84245
55346,127281
54331,2784
6477,8409
10521,94104
1660,6208
9775,9716
2130,2010
10668,1595
1017,4646
7013,222194
79912,139596
1399,6160
5682,7337
7188,91949
58508,430
3479,84080
51228,116173
10101,10726
23512,84656
57573,57573
11047,5903
24148,7529
55810,8220
57587,8697
54788,7132
51592,8202
488,8717
8674,55275
4087,9392
433,5770
29956,3320
49856,10963
6122,9782
10987,85016
56259,84081
54882,5537
3178,51593
26128,6455
10419,23223
2521,10055
1460,2720
5042,5250
5071,343069
79801,221302
25778,4282
9275,6603
10460,205327
1374,3309
5728,56922
7551,10262
836,6045
286053,57646
51259,23478
27339,3192
1811,9368
11194,10544
94234,9329
3608,5094
6559,10963
3320,55664
10262,29105
9446,64848
29889,3725
51100,55197
51295,1591
11331,9693
4701,8417
25898,1027
11170,29911
26523,1540
11140,9361
463,125115
145226,348110
81888,149473
54520,79869
79090,163154
55294,55090
140809,7265
56931,5270
51639,6134
94234,23394
10594,84675
1408,10856
1213,7329
55832,26156
3475,3475
55717,64105
1080,51337
51300,4718
6504,491
2147,8858
4741,116092
55250,7297
7917,55466
10919,84080
54764,58500
23385,4839
23411,293
9662,124044
4869,23378
11331,5970
4001,6431
5597,55422
9100,8672
55284,9025
57332,2033
55781,55720
145508,51019
51013,6217
11047,2688
5685,5698
7068,142
283248,407
1994,135293
8266,10959
163071,23468
4000,83990
24144,146849
6205,8451
8349,9958
10746,84231
26136,55644
8402,54915
4738,6205
9391,7358
23392,80232
2033,2624
57332,80829
54148,64976
7334,10210
9618,4627
7804,1742
1915,8890
29911,162239
51116,54148
2936,4597
5245,8664
910,10905
79843,159195
55655,7013
128,405
367,9070
7013,340533
8417,8602
9830,55719
2305,3835
9852,135892
51428,9785
3725,4209
3183,3183
4223,132625
10921,24144
3725,3065
112483,112483
5886,1622
4159,112609
81556,2803
51684,55670
6134,4666
4116,57461
283229,27069
152185,9887
80262,1474
8649,84545
79172,55166
10586,26098
22832,202051
509,7384
54806,5520
56259,6625
6629,9129
6790,6455
51258,54460
286075,23107
2805,92483
54926,7322
29844,57096
11066,23450
5092,22955
1738,4594
4084,25855
1017,10525
51324,79077
8881,983
8841,9569
10007,5886
6631,79084
79723,10919
29896,23107
55346,84656
162,164
59342,7531
5300,26205
1994,56672
64927,84445
1453,1633
23524,22948
6300,7157
79866,25983
9711,58500
23107,51373
4223,8440
84062,55330
23291,5134
57019,57019
1460,26002
7321,6047
3608,29080
8480,9688
2882,9601
5686,9861
10494,31
2597,3187
9646,80829
80270,375791
7917,23076
7529,4194
29760,6455
55367,5431
356,57522
4738,10949
124512,7203
4343,25912
81605,1434
10499,3725
5008,163033
2488,2488
5621,5621
57592,90231
6160,6137
8409,5202
283899,10445
84365,57647
56259,7536
51639,51690
7014,114883
81833,9670
4076,79869
207,8915
51573,25923
11116,6789
6199,3320
8161,89953
145508,9133
5594,7073
7389,4507
1857,130540
4236,6631
5015,51501
9694,84164
10643,57418
3909,81
6605,9412
9852,57820
5170,64400
10126,57159
11140,983
2243,3690
3320,7385
53343,3612
8350,8350
873,22898
9938,31
5987,9978
11021,9519
57646,55611
11066,55599
9097,93100
58190,8861
10262,79084
6310,10994
10320,10320
10733,145508
116254,22883
23560,57418
149461,375791
3417,10539
8697,84445
4116,83732
1514,1514
27043,6158
3932,6452
5216,6093
135892,51619
54472,146691
65264,79666
84197,4041
23450,5976
5704,5985
9733,7407
23028,114799
9731,79649
3185,51552
11162,81689
343069,3183
57332,91404
1452,286077
54606,90957
11338,8342
2305,9329
5886,81603
1738,204
6657,51646
27089,4697
10865,375791
10556,10557
56947,340348
84656,114898
7321,9666
7014,9519
23450,51690
3364,5423
50628,6813
3192,54954
3608,23405
10445,64375
64105,55553
5052,7170
51259,9166
79885,9093
84333,84333
57586,57586
54487,3309
7532,3621
23193,10056
3751,818
1027,7532
54414,80781
8570,79869
8359,5931
9412,9412
9777,8638
6464,5723
3007,6157
3187,6749
64333,1432
7415,55610
525,523
3192,51428
10992,6634
9519,2959
4087,6233
